Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingManualId,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingManualCustomId,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,manualIncrementingInternal,13,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrement,12,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestamp,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampManualOffset,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampCustomOffset,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,timestampInternal,15,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestamp,12,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampWithDelay,16,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementing,11,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampInNonUtcTimezone,10,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampInInvalidTimezone,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testMultiColumnTimestampAndIncrementing,11,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingRestoreNoVersionOffset,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingRestoreVersionOneOffset,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingRestoreOffsetsWithMultipleProtocol,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testManualIncrementingRestoreOffset,10,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreNoVersionOffset,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreVersionOneOffset,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreOffsetsWithMultipleProtocol,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testAutoincrementRestoreOffset,11,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreNoVersionOffset,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreVersionOneOffset,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffsetsWithMultipleProtocol,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampRestoreOffset,10,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreNoVersionOffset,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreVersionOneOffset,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffsetsWithMultipleProtocol,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,12,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,26,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,14,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,startTask,3,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,startTask,6,1,7
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,mode,16,4,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,taskConfig,26,7,8
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyIncrementingFirstPoll,7,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyMultiTimestampFirstPoll,9,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyTimestampFirstPoll,9,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyIncrementingAndTimestampFirstPoll,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyIncrementingAndMultiTimestampFirstPoll,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyPoll,22,6,7
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,countInts,39,7,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,countIntValues,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,countTimestampValues,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,countIntIncrementingOffsets,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,assertIncrementingOffsets,8,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,assertTimestampOffsets,7,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,assertMultiTimestampOffsets,10,3,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,assertRecordsTopic,5,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,assertRecordsSourcePartition,5,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testSingleLookup,17,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testWhitelist,10,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testBlacklist,10,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testReconfigOnUpdate,13,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testInvalidConnection,11,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testDuplicates,14,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testDuplicateWithUnqualifiedWhitelist,15,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testDuplicateWithUnqualifiedBlacklist,15,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testDuplicateWithQualifiedWhitelist,15,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testDuplicateWithQualifiedBlacklist,15,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,newTableMonitorThread,3,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,execute,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,shutdownThread,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,execute,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,checkTableNames,13,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,execute,8,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,checkTableIds,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,expectTableNames,12,3,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,Op,execute,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,MockTime,MockTime,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,MockTime,MockTime,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,MockTime,milliseconds,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,MockTime,hiResClockMs,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,MockTime,nanoseconds,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,MockTime,sleep,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,MockTime,waitObject,14,4,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskTestBase,setup,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskTestBase,tearDown,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskTestBase,singleTableConfig,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskTestBase,singleTableConfig,14,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskTestBase,twoTableConfig,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskTestBase,expectInitialize,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskTestBase,expectInitializeNoOffsets,7,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskTestBase,initializeTask,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskTestBase,pollRecords,7,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,EmbeddedDerby,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,EmbeddedDerby,15,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,getName,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,getRawName,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,getUrl,7,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,getUrl,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,getShutdownUrl,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,getConnection,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,createTable,25,5,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,dropTable,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,close,13,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,dropDatabase,5,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,execute,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,insert,24,6,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,delete,10,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,delete,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,quoteCaseSensitive,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,formatLiteral,19,5,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,CaseSensitive,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,TableName,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,ColumnName,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,EqualsCondition,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,Literal,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CaseSensitive,CaseSensitive,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CaseSensitive,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableName,TableName,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ColumnName,ColumnName,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EqualsCondition,EqualsCondition,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EqualsCondition,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,Literal,Literal,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,Literal,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,setUp,7,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testDefaults,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testToMap,7,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testGetIncrementingOffset,7,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testGetTimestampOffset,8,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testFromMap,7,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testEquals,13,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,NumericMappingConfigTest,mapping,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,NumericMappingConfigTest,setup,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,NumericMappingConfigTest,testNumericMapping,11,2,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,beginTimestampValue,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,endTimestampValue,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,lastIncrementedValue,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,TimestampIncrementingCriteria,5,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,hasTimestampColumns,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,hasIncrementedColumn,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,whereClause,11,4,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParameters,11,4,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParametersTimestampIncrementing,10,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParametersIncrementing,5,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParametersTimestamp,7,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,extractValues,13,3,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,extractOffsetTimestamp,9,3,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,extractOffsetIncrementedId,19,4,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,extractDecimalId,10,3,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,isIntegralPrimitiveType,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,coalesceTimestampColumns,11,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,timestampIncrementingWhereClause,17,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,incrementingWhereClause,8,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,timestampWhereClause,9,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CriteriaValues,beginTimestampValue,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CriteriaValues,endTimestampValue,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CriteriaValues,lastIncrementedValue,0,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ColumnMapping,ColumnMapping,9,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ColumnMapping,field,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ColumnMapping,columnDefn,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ColumnMapping,columnNumber,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ColumnMapping,hashCode,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ColumnMapping,equals,10,3,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ColumnMapping,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,OffsetProtocols,sourcePartitionForProtocolV1,7,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,OffsetProtocols,sourcePartitionForProtocolV0,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,JdbcSourceTask,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,JdbcSourceTask,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,version,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,99,17,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,possibleTablePartitions,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,stop,7,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,closeResources,25,3,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,poll,48,7,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,resetAndRequeueHead,7,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,validateNonNullable,32,8,4
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,TimestampIncrementingTableQuerier,29,5,11
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,createPreparedStatement,24,4,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,findDefaultAutoIncrementingColumn,19,7,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,executeQuery,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,extractRecord,16,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,beginTimestampValue,9,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,endTimestampValue,4,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,lastIncrementedValue,9,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SchemaMapping,create,19,3,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SchemaMapping,SchemaMapping,14,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SchemaMapping,schema,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SchemaMapping,fieldSetters,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SchemaMapping,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SchemaMapping,FieldSetter,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SchemaMapping,field,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SchemaMapping,setField,9,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,SchemaMapping,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,FieldSetter,FieldSetter,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,FieldSetter,field,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,FieldSetter,setField,9,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,FieldSetter,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConfig,JdbcSourceTaskConfig,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConfig,validate,7,2,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,baseConfigDef,7,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,addDatabaseOptions,10,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,addModeOptions,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,addConnectorOptions,4,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,JdbcSourceConnectorConfig,6,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,validValues,23,3,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,visible,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,CachingRecommender,5,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,validValues,13,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,visible,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,CachedRecommenderValues,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,CachedRecommenderValues,5,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,cachedValue,6,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,validValues,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,visible,18,6,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,get,3,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,get,10,3,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,EnumRecommender,4,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,in,10,2,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,ensureValid,5,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,toString,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,validValues,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,visible,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,JdbcSourceConnectorConfig,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,numericMapping,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,getMode,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,main,7,1,1
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableRecommender,validValues,23,3,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableRecommender,visible,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CachingRecommender,CachingRecommender,5,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CachingRecommender,validValues,13,2,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CachingRecommender,visible,3,1,2
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CachedRecommenderValues,CachedRecommenderValues,3,1,0
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CachedRecommenderValues,CachedRecommenderValues,5,1,3
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CachedRecommenderValues,cachedValue,6,2,2
