Project Name,Package Name,Type Name,Method Name,Code Smell
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testTimestampAndIncrementingRestoreOffset,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryBulk,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,testCustomQueryWithTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,startTask,Long Parameter List
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,startTask,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,taskConfig,Long Parameter List
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyMultiTimestampFirstPoll,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyTimestampFirstPoll,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyPoll,Long Parameter List
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,verifyPoll,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskUpdateTest,countInts,Missing default
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testReconfigOnUpdate,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testReconfigOnUpdate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testReconfigOnUpdate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThreadTest,testReconfigOnUpdate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,EmbeddedDerby,Empty catch clause
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,createTable,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,createTable,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,close,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,insert,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,insert,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EmbeddedDerby,insert,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,setUp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,setUp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,setUp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testToMap,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testToMap,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffsetTest,testToMap,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,NumericMappingConfigTest,mapping,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParametersTimestampIncrementing,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParametersTimestampIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParametersTimestampIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParametersTimestampIncrementing,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParametersTimestamp,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,setQueryParametersTimestamp,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,extractValues,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,extractValues,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingCriteria,isIntegralPrimitiveType,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ColumnMapping,equals,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,OffsetProtocols,sourcePartitionForProtocolV1,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Complex Conditional
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Complex Method
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Missing default
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,start,Missing default
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,possibleTablePartitions,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,validateNonNullable,Complex Conditional
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,validateNonNullable,Complex Conditional
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,validateNonNullable,Complex Method
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,validateNonNullable,Long Identifier
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,validateNonNullable,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,validateNonNullable,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,validateNonNullable,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTask,validateNonNullable,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,TimestampIncrementingTableQuerier,Long Parameter List
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,TimestampIncrementingTableQuerier,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,TimestampIncrementingTableQuerier,Missing default
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,createPreparedStatement,Missing default
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,findDefaultAutoIncrementingColumn,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,endTimestampValue,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingTableQuerier,toString,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConfig,validate,Complex Conditional
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceTaskConfig,validate,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,addDatabaseOptions,Long Identifier
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,addDatabaseOptions,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,addModeOptions,Long Identifier
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,addModeOptions,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,addConnectorOptions,Long Identifier
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,addConnectorOptions,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,JdbcSourceConnectorConfig,Long Identifier
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,JdbcSourceConnectorConfig,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,cachedValue,Complex Conditional
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,visible,Long Identifier
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,visible,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,visible,Missing default
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,get,Long Identifier
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,JdbcSourceConnectorConfig,in,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,CachedRecommenderValues,cachedValue,Complex Conditional
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ModeDependentsRecommender,visible,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,ModeDependentsRecommender,visible,Missing default
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,EnumRecommender,in,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,BulkTableQuerier,createPreparedStatement,Missing default
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,BulkTableQuerier,extractRecord,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,BulkTableQuerier,extractRecord,Missing default
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,BulkTableQuerier,toString,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,toMap,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,equals,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TimestampIncrementingOffset,hashCode,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,TableMonitorThread,Long Parameter List
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,tables,Empty catch clause
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,tables,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,tables,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,tables,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,updateTables,Complex Conditional
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,updateTables,Complex Conditional
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,updateTables,Complex Method
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.source,TableMonitorThread,updateTables,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,shouldGenerateNormalizedTableNameForTopic,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,shouldGenerateNormalizedTableNameForTopic,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,autoCreateWithAutoEvolve,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,autoCreateWithAutoEvolve,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,autoCreateWithAutoEvolve,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,autoCreateWithAutoEvolve,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,autoCreateWithAutoEvolve,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,multiInsertWithKafkaPkFailsDueToUniqueConstraint,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,multiInsertWithRecordKeyPkFailsDueToUniqueConstraint,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,multiInsertWithRecordValuePkFailsDueToUniqueConstraint,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,idempotentUpsertWithRecordValuePk,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,writeSameRecordTwiceExpectingSingleUpdate,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,writeSameRecordTwiceExpectingSingleUpdate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,writeSameRecordTwiceExpectingSingleUpdate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,writeSameRecordTwiceExpectingSingleUpdate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcDbWriterTest,sameRecordNTimes,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelper,deleteTable,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,correctBatching,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,correctBatching,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,correctBatching,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testFlushSuccessNoInfo,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testFlushSuccessNoInfo,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeUpdate,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeUpdate,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeWithDeleteEnabled,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeWithDeleteEnabled,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testMultiInsertModeWithDeleteEnabled,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testMultiInsertModeWithDeleteEnabled,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiAutomaticFlush,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiExplicitFlush,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiExplicitFlush,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,testInsertModeMultiExplicitFlush,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,BufferedRecordsTest,multiModeConfig,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,SqliteHelperTest,returnTheDatabaseTableInformation,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeNotRecordKey_shouldAddErrorMessage,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeNotRecordKey_shouldAddErrorMessage,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeRecordKey_shouldNotAddErrorMessage,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteEnabledAndPkModeRecordKey_shouldNotAddErrorMessage,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_pkModeRecordKey_shouldNotAddErrorMessage,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_pkModeRecordKey_shouldNotAddErrorMessage,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkConnectorTest,testValidate_withDeleteDisabled_shouldNotAddErrorMessage,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Long Statement
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
jdbc-connector-for-apache-kafka,io.aiven.connect.jdbc.sink,JdbcSinkTaskTest,putPropagatesToDbWithAutoCreateAndPkModeKafka,Magic Number
